Topic,Count,Name,Representation,Representative_Docs,Top 20 Words
-1,1084,-1_prep_cannabis_abortion_cpm,"['prep', 'cannabis', 'abortion', 'cpm', 'qualcomm', 'bulletproof_vest', 'orthopaedic_surgeon', 'sperm', 'ip', 'innovation']","[""['examine', 'deep_regional', 'trade_agreement', 'facilitate_crossborder', 'licensing', 'microfounded', 'gravity_equation', 'supply', 'mode', 'derive', 'model', 'heterogeneous', 'firm_choose', 'supply', 'foreign', 'market', 'export', 'foreign_direct_investment', 'licensing', 'comparative_static', 'regard', 'of', 'change', 'of', 'serve', 'destination_country', 'freeness', 'of', 'trade', 'strength_of_intellectual', 'property', 'protection', 'bilateral_flow', 'of', 'licensing_revenue', 'empirically_test', 'theoretical_prediction', 'datum', 'crossborder', 'flow', 'of', 'royalty', 'licence_fee', '49', 'country', 'period', '19952012', 'addition', 'variable', 'capture', 'impact', 'of', 'shallow', 'deep_regional', 'trade_agreement', 'construct', 'dummy_variable', 'represent', 'subcategorie', 'of', 'ip', 'rightsrelate', 'provision', 'consistent', 'theoretical_prediction', 'improved_access', 'destination', 'market', 'deep_regional', 'trade_agreement', 'strong', 'ip_protection', 'regional_trade', 'agreement', 'legally', 'enforceable', 'ip', 'technologyrelated', 'provision', 'increase', 'bilateral_flow', 'of', 'licensing_revenue', 'ip', 'rightsrelated', 'provision', 'accession', 'ratification', 'of', 'exist', 'international', 'ip', 'agreement', 'protection', 'of', 'trademark', 'patent', 'industrial_design', 'facilitate_crossborder', 'licensing', 'gravit', 'eacute_de', 'loctroi_de', 'licences_transnationales', 'eacutepercussion', 'des_accords', 'commerciaux', 'eacutetendus', 'eacuteorie', 'donn', 'eacutees', 'probantes', 'nous', 'examinons', 'si', 'accords_commerciaux', 'eacutegionaux', 'eacutetendus', 'facilitent', 'loctroi_de', 'licences_transnationales', 'acr', 'une', 'eacutequation', 'de', 'gravit', 'eacute', 'microfond', 'eacutee', 'pour', 'chaque', 'mode', 'dapprovisionnement', 'est', 'tir', 'eacutee', 'dun', 'mod', 'egravele', 'ugrave', 'des_entreprises', 'eacutet', 'eacuterog', 'egravenes', 'choisissent_de', 'fournir', 'leurs', 'biens', 'sur', 'des', 'march', 'eacutes', 'par', 'lexportation', 'linvestissement', 'direct', 'ou', 'loctroi_de', 'licences', 'nous', 'pr', 'eacutesentons', 'plusieurs', 'eacutesultats', 'statistiques', 'comparatifs', 'concernant', 'effets', 'des', 'changements', 'sur_les', 'ucircts', 'fixes', 'pour', 'servir', 'pays', 'de_destination', 'la', 'libert', 'eacute', 'du', 'commerce', 'la', 'solidit', 'eacute_des', 'droits_de', 'propri', 'eacutet', 'eacute_intellectuelle', 'sur', 'flux_bilat', 'eacuteraux', 'des_recettes', 'provenant_de', 'loctroi_de', 'licences', 'dpi', 'ensuite', 'nous', 'testons', 'empiriquement', 'pr', 'eacutevisions', 'eacuteoriques', 'agrave', 'laide_de', 'donn', 'eacutees', 'sur_les', 'flux', 'transfrontaliers', 'de_droits', 'dauteur', 'de_droits', 'de_licences', 'dans', '49', 'pays', 'au', 'cours', 'de_la', 'eacuteriode', '19952012', 'en', 'des_variable', 'qui', 'capturent', 'lincidence', 'des', 'acr', 'superficiels', 'nous', 'construisons', 'des_variable', 'fictives', 'qui', 'repr', 'eacutesentent', 'des', 'souscat', 'eacutegories', 'de', 'dispositions_li', 'eacutees_aux', 'dpi', 'conform', 'eacutement', 'agrave', 'pr', 'eacutevisions', 'eacuteoriques', 'nous', 'constatons', 'quun', 'acc', 'egraves', 'eacutelior', 'eacute', 'au', 'march', 'eacute_de', 'destination', 'gr', 'acircce', 'agrave', 'acr', 'eacutetendu', 'une', 'meilleure', 'protection', 'des', 'dpi', 'au', 'moyen', 'dun', 'acr', 'comprenant', 'des', 'dispositions', 'eacutecutoires', 'sur', 'dpi', 'technologie', 'augmente', 'flux_bilat', 'des_recettes', 'provenant_de', 'loctroi_de', 'licences', 'parmi', 'les', 'dispositions_li', 'eacutees_aux', 'dpi', 'ladh', 'eacutesion', 'agrave', 'des_accords', 'internationaux', 'existants', 'en_mati', 'egravere_de', 'propri', 'eacutet', 'eacute_intellectuelle', 'ou', 'leur', 'ratification', 'la', 'protection', 'des', 'marques', 'de', 'commerce', 'des_brevets', 'ou', 'des', 'proc', 'eacuted', 'eacutes', 'industriels', 'sont', 'pour', 'faciliter', 'loctroi_de', 'licences_transnationales']"", ""['wide_range', 'of', 'aspect', 'concern_microscope', 'slide', 'preparation', 'longtime', 'storage', 'curatorial', 'measure', 'collection', 'deterioration', 'restoration', 'study', 'summarize', 'base', 'datum', 'analyze', '600', 'reference', '19th_century', '2016', '15', 'patent', '100', 'material', 'safety', 'datum', 'sheet', 'systematic', 'zoology', 'conservation_science', 'chemistry', 'forensic_science', 'pathology', 'paleopathology', 'applied', 'science', 'food_industry', 'advance', 'digital', 'imaging', 'understanding', 'of', 'mount_medium', 'coverslip_seal', 'deteriorate', 'slide', 'salvage', 'study', 'identify', 'range', 'of', 'ideal', 'mounting', 'media', 'microscope', 'study', 'benefit', 'improvement', 'developmental', 'biology', 'relate', 'field', 'elaborate', 'confuse', 'usage', 'of', 'concept', 'of', 'maceration', 'of', 'clearing', 'chemical', 'ingredient', 'of', 'range', 'of', 'mount_medium', 'coverslip_seal', 'identify', 'publish', 'datum', 'suffer', 'composition', 'of', 'medium', 'proprietary', 'of', 'manufacturer', 'vary', 'time', 'advantage', 'disadvantage', 'sign', 'of', 'deterioration', 'document', 'extensively', 'medium', 'reference', 'observation', 'medium', 'degrade', 'decade', 'late', 'canada', 'balsam', 'document_lifetime', 'of', '150', 'euparal', 'document_lifetime', 'of', '50', 'glycerolparaffin', 'mount', 'seal', 'glyceel', 'represent', 'nondeteriorating', 'easily', 'reversible', 'mount', 'deterioration', 'reveal', 'yellow', 'natural', 'resin', 'cracking', 'crystallization', 'shrinkage', 'drying', 'loss', 'of', 'plasticizer', 'detachment', 'of', 'coverslip', 'segregation', 'of', 'ingredient', 'synthetic', 'polymer', 'continue', 'maceration', 'of', 'specimen', 'degree', 'specimen', 'virtually', 'disappear', 'confusingly', 'decay', 'equally', 'collection_of_slide', 'mount', 'time', 'medium', 'reason', 'deteriorative', 'process', 'controversial', 'gumchloral', 'medium', 'compare', 'datum', 'conservation_science', 'chemical', 'handbook', 'document', 'ingredient', 'chemical_physical', 'deterioration', 'inherent', 'medium', 'chemical_physical', 'property', 'of', 'component', 'chemical', 'drag', 'previous', 'preparation', 'step', 'fixation', 'chemical', 'maceration', 'physical', 'clearing', 'recipe', 'macerate', 'agent', 'proceed', 'destructive', 'provide', 'permeability', 'datum', 'oxygen', 'water_vapor', 'of', 'polymer', 'mount_medium', 'coverslip_seal', 'calculation', 'of', 'penetration', 'of', 'moisture', 'reveal', 'water_molecule', 'reach', 'specimen', 'day', 'month', 'lay', 'rest', 'extensive', 'permanent', 'protection', 'of', 'mount', 'specimen', 'mount_medium', 'coverslip_seal', 'base', 'grow', 'evidence', 'of', 'unsuitable', 'composition', 'application', 'of', 'mount_medium', 'encourage', 'change', 'perspective', 'microscope_slide', 'usability', 'convenience', 'of', 'preparation', 'durability', 'reversibility', 'concept', 'conservation_science', 'change', 'upton', '20', 'ago', 'gumchloral', 'media', 'medium', 'encourage', 'nowadays', 'scientist', '1993', 'perspective', 'taxonomic', 'biology', 'lose', 'amount', 'of', 'specimen', 'basis', 'decade', 'modern', 'noninvasive', 'technique', 'raman_spectroscopy', 'identify', 'mount_medium', 'coverslip_seal', 'slide', 'understand', 'ageing', 'of', 'medium', 'outlook', 'potential', 'future', 'study', 'improve', 'situation', 'of', 'exist', 'collection', 'of', 'microscope_slide', 'transfer', 'concept', 'smithsonian', 'collections', 'standards', 'profiling', 'system', 'develop', 'insect', 'collection', '25', 'ago', 'collection_of_slide', 'historical', 'current', 'property', 'usage', 'of', 'glass', 'slide', 'coverslip', 'label', 'adhesive', 'conservational', 'aspect', 'addition', 'summarize', 'argue', 'publish', 'experimental', 'restorative', 'procedure', 'rehydration', 'of', 'driedup', 'specimen', 'mount', 'fluid', 'medium', 'alternative', 'microscope_slide', 'extract', 'practical_suggestion', 'literature', 'concern_microscope', 'equipment', 'cleaning', 'of', 'optical_surface', 'health', 'risk', 'of', 'immersion', 'oil', 'improvement', 'of', 'temporary', 'observation', 'media', 'connection', 'development', 'digital', 'software']"", ""['study', 'question', 'relationship', 'late_follicular', 'phase', 'progesterone_level', 'clinic', 'pregnancy_live', 'birth', 'couple', 'unexplained_infertility', 'undergo', 'ovarian_stimulation', 'iui', 'summary', 'answer', 'late_follicular', 'progesterone_level', '10_15', 'ngml', 'associate', 'live_birth', 'clinical_pregnancy', 'outcome', 'progesterone_level', 'appreciably', '10_ngml', 'reference', 'osiui', 'elevate', 'late_follicular', 'progesterone_level', 'associate', 'low', 'live_birth', 'fresh', 'embryo', 'transfer', 'follow', 'control', 'ovarian_stimulation', 'egg', 'retrieval', 'association', 'exist', 'outcome', 'osiui_cycle', 'exist', 'study', 'limit', 'ovarian_stimulation', 'gonadotrophin', 'of', 'oral_agent', 'clomiphene', 'citrate', 'letrozole', 'common', 'treatment', 'study', 'study', 'design', 'size', 'duration', 'study', 'prospective_cohort', 'of', 'assessment', 'of', 'multiple', 'intrauterine', 'gestations', 'ovarian_stimulation', 'randomized_controlled', 'trial', 'amigos', 'frozen_serum', 'evaluation', '2121', 'cycle', '828', 'amigos', 'participant', 'primary', 'pregnancy_outcome', 'live_birth', 'cycle', 'secondary', 'pregnancy_outcome', 'clinical_pregnancy', 'cycle', 'participantsmaterial', 'setting', 'method', 'couple', 'unexplained_infertility', 'amigos_trial', 'female', 'serum', 'day', 'of', 'trigger', 'hcg', 'cycle', 'of', 'treatment', 'store_frozen', 'serum_sample', 'day', 'of', 'hcg', 'trigger', 'treatment', 'osiui', 'evaluate', 'serum', 'progesterone_level', 'progesterone_level', '10_ngml', 'reference', 'comparison', 'progesterone', 'categorize', 'increment', 'of', '05', 'ngml', '30_ngml', 'unadjusted', 'adjust', 'risk', 'ratio', '95_ci', 'estimate', 'clusterweighte', 'generalized', 'estimate', 'equation', 'estimate', 'modify', 'poisson_regression', 'model', 'robust', 'standard_error', 'rr', 'main', 'role', 'of', 'chance', 'compare', 'reference', '1101363', 'live_birth', 'live_birth', 'increase', 'cycle', 'progesterone', '10_15', 'ngml', 'unadjusted', 'treatmentadjusted', 'model', '807', '49401', 'live_birth', '1222', 'rr', '156', '95_ci', '114', '213', 'rr', '151', '95_ci', '110', '206', 'clinical_pregnancy', 'compare', 'reference', '1301363', '55401', 'clinical_pregnancy', '1372', '954', 'unadjusted', 'rr', '146', '95_ci', '110', '194', 'adjusted', 'rr', '142', '95_ci', '107', '189', 'cycle', 'progesterone', '15_ngml', 'evidence', 'of', 'difference', 'clinical_pregnancy', 'live_birth', 'relative', 'reference', 'pattern', 'remain', 'stratify', 'ovarian_stimulation', 'treatment', 'statistically', 'letrozole', 'cycle', 'limitation', 'reason', 'caution', 'amigos_trial', 'design', 'answer', 'clinical', 'question', 'progesterone', 'category', 'underpowere', 'detect', 'difference', 'inclusion', 'of', 'cycle', 'progesterone', '30_ngml', 'ovulation', 'occur', 'time', 'iui', 'perform', 'cycle', 'expect', 'experience', 'low', 'success', 'pregnancy', 'occur', 'intercourse', 'cycle', 'wider', 'implication', 'of', 'finding', 'compare', 'previous_literature', 'focus', 'osiui_cycle', 'gonadotrophin', 'datum', 'patient', 'oral_agent', 'generalizable', 'wide', 'population', 'of', 'infertility', 'patient_undergo', 'iui', 'treatment', 'live_birth', 'progesterone_range', '10_15', 'ngml', 'study', 'clarify', 'progesterone_range', 'represent', 'prognostic', 'indicator', 'osiui_cycle', 'study', 'fundingcompeting', 'oklahoma', 'shared', 'clinical', 'translational', 'resources', 'national_institute', 'of', 'medical', 'sciences', 'u54gm104938', 'nigm', 'amigos', 'fund', 'eunice', 'kennedy', 'shriver', 'national_institute', 'of', 'child', 'health', 'human', 'development', 'u10', 'hd077680', 'u10', 'hd39005', 'u10', 'hd38992', 'u10', 'hd27049', 'u10', 'hd38998', 'u10', 'hd055942', 'hd055944', 'u10', 'hd055936', 'u10hd055925', 'funding', 'american_recovery', 'reinvestment', 'dr', 'burks', 'disclose', 'of', 'board_of_directors', 'of', 'pacific', 'coast', 'reproductive', 'society', 'dr', 'hansen', 'disclose', 'recipient', 'of', 'nih', 'grant', 'unrelated', 'contract', 'ferring', 'international', 'pharmascience', 'center', 'health', 'unrelated', 'consulting', 'fee', 'health', 'unrelated', 'dr', 'diamond', 'disclose', 'stockholder', 'of', 'board_of_directors', 'of', 'advanced', 'reproductive', 'care', 'patent', 'pende', 'administration', 'of', 'progesterone', 'trigger', 'ovulation', 'dr', 'anderson', 'dr', 'gavrizi', 'dr', 'peck', 'conflict', 'of', 'disclose', 'trial_registration']""]",No words
0,22,0_ai_artificial_intelligence_emotional_airelate_ai_implementer,"['ai', 'artificial_intelligence', 'emotional_airelate', 'ai_implementer', 'ai_machine', 'inventorship', 'aigenerate', 'ai_ruling', 'data_owner', 'initial_set']","[""['protect', 'creation_of_artificial', 'intelligence', 'system', 'copyright_law', 'of', 'complex', 'legal', 'issue', 'of', 'time', 'ai', 'debate', 'stakeholder', 'issue', 'evade_consensus', 'series_of_administrative', 'judicial_ruling', 'alter_landscape', '2019', 'chinese', 'district_court', 'affirm_copyrightability', 'of', 'news', 'write', 'aipowere_robot', 'clarify', 'ai_developer', 'deem_copyright', 'owner_of_news', '2020', 'united', 'patent', 'trademark_office', 'european_patent_office', 'united_kingdom', 'court_prominently', 'deny', 'patent_application', 'designate_ai', 'system', 'inventor', 'reveal_profound', 'implication', 'of', 'ai_ruling', 'copyright', 'protection', 'of', 'aigenerated', 'examine', 'ruling', 'light', 'nature', 'scope_of_authorship', 'ownership', 'legal', 'issue', 'central', 'decide', 'aigenerate', 'merit_copyright', 'protection', 'draw', 'indepth', 'study', 'of', 'ai_ruling', 'propose_broadbased', 'forwardlooking_approach', 'protect_aigenerated', 'twotiered_legal', 'mechanism', 'legislator', 'award_sui', 'generis', 'ai', 'generate', 'human', 'contribution', 'generate_autonomously', 'ai', 'system', 'contribution', 'public_domain', 'copyright', 'protection']"", ""['protect', 'creation_of_artificial', 'intelligence', 'system', 'copyright_law', 'of', 'complex', 'legal', 'issue', 'of', 'time', 'ai', 'debate', 'stakeholder', 'issue', 'evade_consensus', 'series_of_administrative', 'judicial_ruling', 'alter_landscape', '2019', 'chinese', 'district_court', 'affirm_copyrightability', 'of', 'news', 'write', 'aipowere_robot', 'clarify', 'ai_developer', 'deem_copyright', 'owner_of_news', '2020', 'united', 'patent', 'trademark_office', 'european_patent_office', 'united_kingdom', 'court_prominently', 'deny', 'patent_application', 'designate_ai', 'system', 'inventor', 'reveal_profound', 'implication', 'of', 'ai_ruling', 'copyright', 'protection', 'of', 'aigenerated', 'examine', 'ruling', 'light', 'nature', 'scope_of_authorship', 'ownership', 'legal', 'issue', 'central', 'decide', 'aigenerate', 'merit_copyright', 'protection', 'draw', 'indepth', 'study', 'of', 'ai_ruling', 'propose_broadbased', 'forwardlooking_approach', 'protect_aigenerated', 'twotiered_legal', 'mechanism', 'legislator', 'award_sui', 'generis', 'ai', 'generate', 'human', 'contribution', 'generate_autonomously', 'ai', 'system', 'contribution', 'public_domain', 'copyright', 'protection']"", ""['machine_learning', 'artificial_intelligence', 'system', 'change', 'profound', 'exponentially', 'rapid', 'irreversible', 'ai', 'harness', 'capable', 'of', 'harm', 'scale', 'people', 'community', 'society', 'democratic', 'institution', 'dearth', 'of', 'ai', 'governance', 'leave', 'unchecked', 'ai', 'existential', 'risk', 'sound', 'urgent', 'alarm', 'jump', 'bandwagon', 'law', 'scholar', 'law', 'student', 'lawyer', 'bar', 'contribute', 'volume', 'of', 'ai', 'policy', 'legislative_proposal', 'commentary', 'doctrinal', 'theory', 'call', 'corporate', 'international_organization', 'ethical', 'ai', 'leadership', 'erroneous', 'incomplete', 'overly_simplistic', 'treatment', 'of', 'ai', 'technology', 'undermine', 'utility', 'of', 'portion', 'of', 'literature', 'ai', '3', '4', '5', '6', 'of', 'treatment', 'piecemeal', 'gap', 'produce', 'barrier', 'proper_legal', 'understanding', 'of', 'ai', 'profound', 'concern', 'exist', 'actual', 'potential', 'crisis', 'of', 'societal', 'democratic', 'individual', 'harm', 'future', 'legal', 'community', 'equal', 'task', 'of', 'address_concern', 'lack_sufficient', 'al', 'knowledge', 'technological_competence', 'ethical', 'mandate', 'diligence', 'competence', 'as8', 'law', 'policy_debate', 'subsequent_action', 'fundamentally', 'flaw', 'produce', 'devastating', 'unintended_consequence', 'rely', 'erroneous', 'uninformed', 'misconceive', 'understanding', 'of', 'technology', 'input', 'process', 'elephant', 'ancient', 'jain', 'parable', 'wise', 'conceive', 'of', 'fraction', 'of', 'ai', 'creature', 'blindly', 'lawyer', 'critically', 'corner', '9', 'lack', 'of', 'understanding', 'ai', 'technology', 'rob', 'legal_profession', 'of', 'foresight', 'of', 'affair', 'raise', 'ethical_concern', 'bad', 'undermine', 'lawyer', 'power', 'authority', 'legitimacy', 'bring', 'forward', 'valid', 'meaningful', 'idea', 'solution', 'prevent', 'ai', 'humanity', 'apex', 'predator', 'respond', 'descriptive', 'theoretical_contribution', '10', 'descriptive', 'contribution', 'aim', 'correct', 'augment', 'record', 'ai', 'machine_learning', 'underlie', 'technology', 'process', 'endeavor', 'concisely', 'accessibly', 'foundational', 'comprehensive', 'singlesource', 'explanation', 'draw', 'extensively', 'scientific_technical', 'literature', 'undertake', 'interdisciplinary', 'translational', 'process', 'map', 'ai', 'technical', 'lexicon', 'legal', 'term', 'of', 'art', 'construction', 'patent', '12', 'understanding', 'foundational', 'drill', 'principal', 'ai', 'input', 'datum', 'data', 'curation', 'statistical', 'model', 'algorithm', '13', 'engage', 'illustrative', 'issuespotting', 'ai', 'factual', 'frame', 'sketch', 'of', 'legal', 'implication', 'associate', 'vital', 'understanding', 'theoretical_contribution', 'conceptual', 'sorting', 'of', 'ai', 'introduce', 'system', 'processengineeringinspired', 'taxonomy', 'of', 'ai', 'categorize', 'ai', 'degree', 'of', 'human_involvement', 'conversely', 'degree', 'of', 'ai', 'autonomy', 'aimediate', 'decisionmaking', 'conceptualize_ai', 'static_dynamic', 'distinction', 'vital', 'ais', 'potential', 'harm', 'meaningful', 'accountability', 'ultimately', 'proper', 'prioritization', 'of', 'ai', 'governance', 'effort', 'introduce', 'taxonomy', 'conceptualize_ai', 'humanmachine_enterprise', 'of', 'serie', 'of', 'process', 'perceive', 'of', 'ai', 'elephant', 'role', 'of', 'human', 'decisionmaking', 'limit', 'understand', 'humanmachine_enterprise', 'ai', 'constituent', 'process', 'deconstruct', 'comprehend', 'frame', 'subsequent', 'scholarship', 'doctrinal', 'procedural', 'law', 'policy', 'development', 'hope', 'inform', 'empower', 'lawyer', 'improve', 'security', 'justness', 'wellbeing', 'of', 'people', 'increasingly', 'algorithmic']""]","ai, artificial_intelligence, emotional_airelate, ai_implementer, ai_machine, inventorship, aigenerate, ai_ruling, data_owner, initial_set"
1,14,1_remanufacturer_remanufacturing_remanufacture_product_oem,"['remanufacturer', 'remanufacturing', 'remanufacture_product', 'oem', 'closedloop_supply_chain', 'original_manufacturer', 'clsc', 'pcm', 'remanufacturing_degree', '3pr']","[""['industry', 'practice', 'technology', 'licensing', 'remanufacturing', 'of', 'patent', 'product', 'party', 'licensing', 'method', 'impact', 'supply_chain', 'production_collection', 'decision', 'influential', 'reverse_channel', 'performance', 'scant_literature', 'investigate', 'decision', 'technology', 'licensing', 'impact', 'supply_chain', 'production_collection', 'decision', 'address_gap', 'manufacturer', 'patent_holder', 'produce_remanufacture', 'product', 'simultaneously', 'remanufacturer', 'competitively_collect', 'product', 'market', 'twoperiod_closedloop', 'supply_chain', 'licensee', 'law', 'produce_remanufacture', 'product', 'clsc', 'investigate', 'licensing', 'pattern', 'fixed_fee', 'versus_royalty', 'clsc', 'cournot_duopoly', 'model', 'royalty_licensing', 'dominate', 'fee_licensing', 'viewpoint_of_consumer', 'surplus_environmental', 'protection', 'manufacturers_optimal', 'licensing_strategy', 'determine', 'threshold', 'of', 'fee', 'fee', 'threshold', 'manufacturer', 'royalty_licensing', 'fixedfee_licensing', 'fee', 'threshold', '2016_elsevier_bv', 'reserve']"", ""['study', 'propose', 'threeperiod', 'closedloop_supply_chain', 'model', 'framework', 'remanufacturing', 'original_equipment', 'manufacturer_sell', 'product', 'entire', 'selling', 'season', 'remanufacturer', 'collect', 'product', 'sell', 'remanufacture_product', 'period', 'of', 'strategic', 'consumer', 'green_preference', 'oem', 'basic', 'model', 'firm', 'determine', 'respective', 'price', 'pursue', 'profit', 'maximization', 'consumer', 'strategic_behaviour', 'green_preference', 'extend', 'model', 'incorporate', 'patent', 'protection', 'government_intervention', 'investigate_impact', 'firm', 'operational_strategy', 'profitability', 'consumer_surplus', 'optimal', 'price', 'increase', 'of', 'remanufacture_product', 'optimal_licensing', 'fee', 'strictly', 'decrease', 'marginal', 'uncover', 'consumer', 'strategic_behaviour', 'alleviate', 'consumer', 'green_preference', 'exacerbate', 'of', 'marginal', 'product', 'price', 'compare', 'basic', 'model', 'patent', 'protection', 'government_intervention', 'government_subsidy', 'consumer', 'ideal', 'product', 'leave', 'market', 'boost', 'sale', 'of', 'remanufacture_product', 'improve', 'performance', 'of', 'remanufacturer', 'profitability', 'oem_charge', 'patentlicensing_fee', 'interestingly', 'profit', 'of', 'oem', 'increase', 'perunit', 'government_subsidy', 'oem_benefit', 'indirectly', 'government_subsidy', 'patentlicensing', 'revenue', 'base', 'combine', 'of', 'patent', 'protection', 'government_intervention', 'propose', 'efficient', 'easytoimplement', 'subsidytax', 'scheme', 'assist', 'social_planner', 'encourage', 'firm', 'set', 'price', 'level', 'of', 'reach', 'social_welfare', 'maximization']"", ""['practice', 'oem_license', 'technology', 'remanufacturer', 'remanufacturer', 'carry', 'remanufacturing_activity', 'charge', 'patent', 'licensing_fee', 'of', 'cooperative', 'behavior', 'impact', 'environmental', 'economic', 'benefit', 'bring', 'remanufacturing_activity', 'patent', 'licensing', 'behavior', 'improve_quality', 'of', 'remanufacture_product', 'produce', 'remanufacturer', 'increase', 'competition', 'oems', 'product', 'consumer', 'quality', 'preference', 'product', 'affect', 'oems', 'patent', 'licensing', 'decision', 'of', 'patent', 'license_contract', 'bring', 'profit', 'oem', 'patent', 'license_contract', 'beneficial', 'environmental_protection', 'answer_question', 'examine', 'production', 'strategy', 'technology', 'cooperation', 'mode', 'of', 'supply_chain', 'influence', 'of', 'consumer', 'quality', 'preference', 'cournot_duopoly', 'model', 'common', 'licensing_strategy', 'investigate', 'compare', 'follow', 'conclusion_draw', 'oem_license', 'patent', 'quality_of_remanufacture', 'product', 'low', 'compare', 'of', 'product', 'remanufacturer', 'enter_market', 'carry', 'remanufacturing_activity', 'oem_benefit', 'qualityimprove', 'remanufacturing', 'patent', 'license', 'license', 'patent', 'technology', 'remanufacturer', 'unit', 'gap', 'remanufacture_product', 'ii', 'quality_of_remanufacture', 'product', 'prior', 'patent', 'licensing', 'low', 'patent', 'licensing_fee', 'oem_charge', 'low', 'profit', 'oem', 'patent', 'licensing', 'twopart_tariff', 'licensing', 'patent', 'licensing_strategy', 'oem', 'of', 'quality', 'level_of_remanufacture', 'product', 'prior', 'patent', 'licensing', 'iii', 'study', 'elucidate_optimal', 'patent', 'licensing_strategy', 'option', 'oem', 'provide_theoretical', 'contribution', 'practical_implication']""]","remanufacturer, remanufacturing, remanufacture_product, oem, closedloop_supply_chain, original_manufacturer, clsc, pcm, remanufacturing_degree, 3pr"
