Num Topics,CV
10,0.4462073229883328
15,0.5353931581188166
20,0.48045099302564004
25,0.4686348151081738
30,0.43086642037194
35,0.4193370873281825
40,0.40494509417887875
45,0.3718250943509402
50,0.3926360184359901
55,0.36287336638816287
60,0.364997135484482
65,0.387361638222931
70,0.35210655069813024
75,0.3638237547216177
80,0.41393124978245405
85,0.36501566238428795
90,0.3494476603349975
95,0.3667005453481005
100,0.39140144459694487
