Num Topics,CV
10,0.5222524169300098
15,0.5144386099679238
20,0.4485805929067183
25,0.443278956751792
30,0.4648389774066516
35,0.44455537911903537
40,0.42198078144543844
45,0.43783687952243383
50,0.42218181774667496
55,0.39330357889271395
60,0.3841568899953749
65,0.37115837114509986
70,0.37559762523246093
75,0.3534974067790985
80,0.38369432227950245
85,0.3780822975492475
90,0.37766793151445555
95,0.3585219540348191
100,0.37419233903487625
