Topic,Count,Name,Representation,Representative_Docs
-1,1308,-1_prep_cpm_government_institutional_cannabis,"['prep', 'cpm', 'government_institutional', 'cannabis', 'chaos', 'hiv', 'tfp', 'treatment_program', '3dp', 'orthopaedic_surgeon']","[""['objective', 'aim', 'understand', 'clinical', 'application', 'economic', 'of', 'commonly', 'combine', 'oral', 'shortacting', 'contraceptive', 'analyze', 'datum_collect', 'obstetrics', 'gynecology_hospital', 'china', 'coc', 'coc', 'study', 'desogestrel', 'ethinyl_estradiol', 'tablet', 'administer', 'dose', 'of', '20', '30_mu', 'ethinyl_estradiol', 'ethinyl_estradiol', 'cyproterone', 'tablet', 'drospirenone_ethinyl', 'estradiol_tablet', 'drospirenone_ethinyl', 'estradiol_tablet', 'dse', 'ecp', 'dre', '21', 'pillsbox', 'ii', '28', 'pillsbox', 'method_retrospective', 'study', 'patient', 'prescribe_coc', '20142018', 'obstetric_gynecology', 'hospital', 'affiliate', 'fudan', 'university', 'analyze', 'patient', 'characteristic', 'clinical_indication', 'drug', 'type', 'of', 'drug', 'prescribe_coc', 'identify', 'factor_influence', 'medication', 'choice', 'datum', '127183', 'patient', 'coc', 'analyze', 'commonly_prescribe', 'coc', 'ecp', 'account', '6416', 'of', 'coc', 'dre', 'commonly_prescribe', '2313', 'patient', '21', '30yearold', '5682', 'ecp', 'dse', 'dre', 'commonly', 'treatment_of_menstrual', 'disorder', 'dre', 'frequently', 'contraception', '30_mu', 'ii', 'common_indication', 'dse', 'endometriosis', 'polycystic_ovary', 'syndrome', 'ecp', 'dre', '30_mu', 'pcos', 'dse', 'patient', 'study', '20_mu', 'capita', 'of', 'dose_of_dse', 'low', '3495', '534', 'rmb', '30_mu', 'dose', '6256', '000', 'rmb', '20_mu', 'dose', 'ecp', 'affordable', 'of', '8281', '1063', 'rmb', 'dre_dre', 'considerably', 'expensive', '18688', '2388', '26598', '2212', 'rmb', 'ii', 'rank', 'of', 'total', 'of', 'therapeutic', 'drug', 'caput', 'of', 'coc', 'caput', 'dose_of_dse', 'cheap', 'follow', 'ecp', 'dre_dre', 'expensive', 'ii', 'metformin_hydrochloride', 'commonly', 'drug', 'prescribe', 'conjunction', 'ecp', '3989', 'of', 'patient', 'medication', 'spironolactone', 'tablet', 'hormonal', 'agent', 'chinese', 'patent', 'medicine', 'commonly_prescribe', 'coc', 'conclusion', 'main', 'clinical_indication', 'prescription', 'of', 'cocs', 'hospital', 'contraception', 'menstrual_disorder', 'condition', 'characterize', 'excess', 'androgen', 'pcos', 'ecp', 'enter_market', 'china', 'approve', 'clinical_indication', 'medical_insurance', 'catalogue', 'of', 'china', 'coc', 'china', 'addition', 'contraception', 'treat', 'polycystic_ovary', 'syndrome', 'endometriosis', '30_mu', 'dose_of_dse', 'affordable', 'regard', 'total', 'list_price', 'menstrual_disorder', 'endometriosis', 'contraception', 'key', 'messages', 'cocs', 'obstetric_gynecology', 'hospital', 'reliable', 'method', 'of', 'contraception', 'china', 'treat', 'manage', 'variety', 'of', 'condition', 'total', 'of', 'coc', 'commonly', 'advantage_disadvantage', 'regard', 'introduce', 'china', 'presence', 'medical_insurance', 'catalog', 'condition', 'commonly', 'treat', 'publish', 'study', 'focus', 'clinical', 'application', 'economic', 'of', 'cocs', 'actual', 'practice', 'study', 'clinical', 'datum', 'explore', 'indication', 'drug', 'economy', 'of', 'key', 'coc', 'aim', 'understand', 'decisionmaking_process', 'occur', 'doctor_patient', 'provide_theoretical', 'basis', 'optimal', 'treatment', 'resource_allocation', 'reduce', 'economic', 'burden', 'base', 'data', 'determine', 'compare', 'alternative', 'ecp', 'commonly_prescribe', 'form', 'of', 'coc', 'familiar', 'frontline', 'possess', 'wide_range', 'of', 'approve', 'clinical_indication', '30_mu', 'dose_of_dse', 'affordable', 'ecp', 'close', 'combine', 'attribute', 'surprising', 'ecp', 'prescribe']"", ""['purpose', 'analyze', 'venture_capital', 'firm', 'characteristic', 'of', 'patent_portfolio', 'of', 'innovative', 'vc', 'yic', 'attempt', 'previous_study', 'author', 'argue', 'size', 'of', 'technological', 'portfolio', 'nature', 'examine', 'correlation', 'patent', 'vc_financing', 'vary', 'industrial_sector', 'round_of_vc', 'investment', 'designmethodologyapproach', 'empirical', 'focus', 'sample', 'of', '1096', 'european', 'yic', '2010', '2014', 'target', 'identify', 'monthly', 'bulletin', 'of', 'go4venture', 'report', 'european', 'deal', 'gather', 'amount_of_vc', 'financing', 'additional', 'data', 'derive', 'finsmes', 'crunchbase', 'industrial_sector', 'differentiate', 'accord', 'ability', 'return', 'of', 'innovation', 'rely', 'patent', 'protection', 'mechanism', 'multivariate_regression', 'framework', 'patent', 'family', 'level', 'adopt', 'investigate', 'empirical', 'association', 'amount_of_vc', 'financing', 'characteristic', 'of', 'yics', 'patent_portfolio', 'finding_confirm', 'positive', 'of', 'patent', 'size', 'characteristic_of_yic', 'patent_portfolio', 'positively_associate', 'total_amount', 'of', 'vc_financing', 'additionally', 'correlation', 'yic', 'patent_portfolio', 'vc_investment', 'vary', 'industry', 'round', 'of', 'funding', 'of', 'patent', 'positively_correlate', 'vc_investment', 'sector', 'strong', 'intellectual_property_regime', 'apply', 'sector_characterize', 'low', 'patent', 'intensity', 'qualitative', 'metric', 'strong_correlation', 'ip', 'difference', 'round_of_vc', 'investment', 'limitationsimplication', 'limitation', 'of', 'relate', 'data_availability', 'empirical', 'association', 'investigate', 'causal', 'ascertain', 'framework', 'author_focus', 'sample', 'of', 'firm', 'receive_vc', 'funding', 'transaction', 'exclude', 'lack', 'of', 'specification', 'pertain', 'round', 'series', 'of', 'potential', 'driver', 'of', 'finance', 'amount', 'variable_relate', 'founder', 'team', 'study', 'practical_implication', 'firm_operate', 'sector', 'weak', 'ip_regime', 'patent', 'positively_associate', 'attract', 'equity_capital', 'output', 'of', 'collaboration', 'technical_merit', 'industry', 'patent', 'intensity', 'patent_portfolio', 'size', 'matter', 'quality', 'vc', 'investor', 'award', 'innovation', 'quality', 'patenting', 'frequent', 'positive_association', 'patenting', 'vc_financing', 'stage', 'manager', 'plan', 'patenting_strategy', 'advance', 'reap', 'relate', 'benefit', 'collect', 'premium', 'vc_stage', 'originalityvalue', 'vc', 'firm', 'characteristic_of_yic', 'patent_portfolio', 'analyze', 'term', 'of', 'size', 'quality', 'complexity', 'previous', 'empirical', 'focus', 'single', 'sector', 'author', 'examine', 'relevance', 'of', 'patent', 'vc_financing', 'decision', 'vary', 'industry', 'round', 'of', 'investment', 'geographical', 'coverage', 'of', 'sample', 'novelty', 'of', 'previous', 'focus', 'limited', 'of', 'country', 'firm_operate', 'european_country']"", ""['aim', 'of', 'study', 'assess_impact', 'of', 'regional_innovation', 'policy', 'business', 'environmental', 'sector', 'galicia', 'implementation_of_operational', 'programme', 'benefit', 'of', 'business', 'itechnology', 'fund', '20072013', 'unique', 'instrument', 'of', 'innovation', 'policy', 'finance', 'structural_funds', 'of', 'european_union', 'direct', 'spanish', 'autonomous', 'community', 'belong', 'convergence', 'objective', 'propose', 'intended', 'identify', 'of', 'multiannual', 'programme', 'mobilize', 'volume', 'of', 'resource', 'innovation', 'implementation', 'schedule', '2015', 'evolution', 'of', 'environmental', 'technology', 'field', 'type', 'of', 'measure', 'action', 'finance', 'programme', 'main', 'innovation', 'indicator', 'analyze', 'contrast', 'objective', 'pursue', 'evaluation', 'difficulty', 'choice', 'of', 'measurement', 'of', 'of', 'policy', 'measurement', 'of', 'costbenefit', 'of', 'programme', 'analyse', 'causal', 'attribution', 'of', 'impact', 'of', 'policy', 'productivity', 'investment', 'expenditure', 'effort', 'development', 'patent_application', 'evaluation', 'of', 'innovation', 'policy', 'lose_sight', 'of', 'complexity', 'multicausality', 'of', 'relationship', 'produce', 'provoke', 'indetermination', 'of', 'policy', 'analysedby', 'truth', 'current', 'challenge', 'capitalist', 'system', 'create', 'grow', 'awareness', 'relation', 'direction', 'of', 'innovation', 'policy', 'society', 'pereira', 'vence', '2016', 'current_trend', 'doubt', 'of', 'attractiveness', 'of', 'mark', 'future', 'respect', 'environment', 'previous_study', 'chen', 'lai', 'wen', 'palmer', 'truong', 'relationship', 'environmental', 'innovation', 'business', 'competitiveness', 'profitsin', 'european', 'context', 'treaty', 'functioning_of_european', 'union', 'expressly', 'environment', 'constitute', 'share', 'competence', 'eu', 'tfeu', 'art', '2006', '2017', 'tfeu', '4', '2012', 'time', 'obligation', 'integrate', 'environmental_protection', 'requirement', 'definition_implementation', 'of', 'eu', 'policy', 'activity', 'maintain', 'tfeu', 'art', '11', 'art', '6', 'tec', '2004', 'structural_funds', 'instrument', 'design', 'eu', 'support', 'regional', 'development', 'development', 'innovation', 'environmental', 'field', 'sense', '20072013', 'programming_period', 'erdf', 'promote', 'action', 'field', 'spain', 'technology', 'fund', 'operational_programme', 'knowledgebased_economy', 'object', 'of', 'study', 'reason', 'choose', 'analize', 'programme', 'support', 'business', 'development', 'innovation', 'belong', 'technology', 'fund', 'erdfinnterconecta', 'programmeit', 'agree', 'access', 'public', 'fundssuch', 'structural', 'fundshas', 'effective', 'measure', 'boost', 'prime', 'capacity', 'generate', 'ecoinnovation', 'ample', 'provision', 'of', 'external_internal', 'resource', 'cecere', 'corrocher', 'mancusi', '2018', 'business', 'access', 'resource', 'support', 'innovation', 'environmental', 'technology', 'demonstrate', 'improvement', 'emission_reduction', 'business', 'productivity', 'klemetsen', 'rosendhal', 'jakobsen', '2016', 'jaraite', 'de', 'maria', '2016', 'study', 'precisely', 'lack', 'of', 'financing', 'access', 'credit', 'implementation', 'main', 'difficulty', 'sme', 'achieve', 'ecoinnovation', 'wielgorka', 'szczepaniak', '2019', 'empirical', 'public', 'fund', 'ecoinnovation', 'perceive', 'agent', 'complementary', 'external_source', 'of', 'funding', 'tough', 'induce', 'environmental', 'innovation', 'policy', 'depend', 'nature', 'of', 'instrument', 'specificity', 'cooperation', 'external', 'partner', 'costa', 'garciaquevedo', 'segarra', '2014', 'ghisetti', 'pontoni', '2015', 'supplier', 'university', 'provide', 'knowledgeintensive_service', 'replace', 'of', 'produce', 'internal', 'effort', 'remarkable', 'empirical', 'nature', 'gather', 'process', 'quantitative_qualitative', 'datum', 'numerous', 'source', 'conduct', 'study', 'de', 'marchi', '2012', 'regard', 'implementation_of_operational', 'programme', 'ministry', 'of', 'finance', 'datum', 'resort', 'statistical', 'body', 'regional', 'levelthe', 'galician', 'institute_of_statistics', 'ige', 'national', 'levelthe', 'spanish', 'institute_of_statistics', 'ine', 'european', 'leveleurostat', 'european_patent_office', 'specific', 'operation', 'implementation', 'of', 'programme', 'galicia', 'department', 'of', 'finances', 'of', 'xunta', 'de', 'galicia', 'datum', 'of', 'participate', 'erdfinnterconecta', 'call', 'proposal', 'galicia', 'analyse', 'centre', 'development', 'of', 'industrial', 'technology', 'finally', 'specific', 'construct', 'unexploited', 'ardan', 'database', 'conclusion', 'of', 'study', 'programme', 'impact', 'vary_accord', 'type', 'of', 'project', 'type', 'of', 'receive', 'public_funding', 'innterconecta', 'programme', 'belong', 'technology', 'fund', 'cdti', 'conclusion_draw', 'formulate_recommendation', 'design', 'implementation', 'development', 'innovation', 'policy', 'territory', 'foster', 'prominence', 'of', 'environmental', 'technology', 'change', 'innovative']""]"
0,22,0_ai_artificial_intelligence_ai_implementer_emotional_airelate,"['ai', 'artificial_intelligence', 'ai_implementer', 'emotional_airelate', 'inventorship', 'ai_machine', 'data_owner', 'ai_ruling', 'initial_set', 'aigenerate']","[""['protect', 'creation_of_artificial', 'intelligence', 'system', 'copyright_law', 'of', 'complex', 'legal', 'issue', 'of', 'time', 'ai', 'debate', 'stakeholder', 'issue', 'evade_consensus', 'series_of_administrative', 'judicial_ruling', 'alter_landscape', '2019', 'chinese', 'district_court', 'affirm_copyrightability', 'of', 'news', 'write', 'aipowere_robot', 'clarify', 'ai_developer', 'deem_copyright', 'owner_of_news', '2020', 'united', 'patent', 'trademark_office', 'european_patent_office', 'united_kingdom', 'court_prominently', 'deny', 'patent_application', 'designate_ai', 'system', 'inventor', 'reveal_profound', 'implication', 'of', 'ai_ruling', 'copyright', 'protection', 'of', 'aigenerated', 'examine', 'ruling', 'light', 'nature', 'scope_of_authorship', 'ownership', 'legal', 'issue', 'central', 'decide', 'aigenerate', 'merit_copyright', 'protection', 'draw', 'indepth', 'study', 'of', 'ai_ruling', 'propose_broadbased', 'forwardlooking_approach', 'protect_aigenerated', 'twotiered_legal', 'mechanism', 'legislator', 'award_sui', 'generis', 'ai', 'generate', 'human', 'contribution', 'generate_autonomously', 'ai', 'system', 'contribution', 'public_domain', 'copyright', 'protection']"", ""['machine_learning', 'artificial_intelligence', 'system', 'change', 'profound', 'exponentially', 'rapid', 'irreversible', 'ai', 'harness', 'capable', 'of', 'harm', 'scale', 'people', 'community', 'society', 'democratic', 'institution', 'dearth', 'of', 'ai', 'governance', 'leave', 'unchecked', 'ai', 'existential', 'risk', 'sound', 'urgent', 'alarm', 'jump', 'bandwagon', 'law', 'scholar', 'law', 'student', 'lawyer', 'bar', 'contribute', 'volume', 'of', 'ai', 'policy', 'legislative_proposal', 'commentary', 'doctrinal', 'theory', 'call', 'corporate', 'international_organization', 'ethical', 'ai', 'leadership', 'erroneous', 'incomplete', 'overly_simplistic', 'treatment', 'of', 'ai', 'technology', 'undermine', 'utility', 'of', 'portion', 'of', 'literature', 'ai', '3', '4', '5', '6', 'of', 'treatment', 'piecemeal', 'gap', 'produce', 'barrier', 'proper_legal', 'understanding', 'of', 'ai', 'profound', 'concern', 'exist', 'actual', 'potential', 'crisis', 'of', 'societal', 'democratic', 'individual', 'harm', 'future', 'legal', 'community', 'equal', 'task', 'of', 'address_concern', 'lack_sufficient', 'al', 'knowledge', 'technological_competence', 'ethical', 'mandate', 'diligence', 'competence', 'as8', 'law', 'policy_debate', 'subsequent_action', 'fundamentally', 'flaw', 'produce', 'devastating', 'unintended_consequence', 'rely', 'erroneous', 'uninformed', 'misconceive', 'understanding', 'of', 'technology', 'input', 'process', 'elephant', 'ancient', 'jain', 'parable', 'wise', 'conceive', 'of', 'fraction', 'of', 'ai', 'creature', 'blindly', 'lawyer', 'critically', 'corner', '9', 'lack', 'of', 'understanding', 'ai', 'technology', 'rob', 'legal_profession', 'of', 'foresight', 'of', 'affair', 'raise', 'ethical_concern', 'bad', 'undermine', 'lawyer', 'power', 'authority', 'legitimacy', 'bring', 'forward', 'valid', 'meaningful', 'idea', 'solution', 'prevent', 'ai', 'humanity', 'apex', 'predator', 'respond', 'descriptive', 'theoretical_contribution', '10', 'descriptive', 'contribution', 'aim', 'correct', 'augment', 'record', 'ai', 'machine_learning', 'underlie', 'technology', 'process', 'endeavor', 'concisely', 'accessibly', 'foundational', 'comprehensive', 'singlesource', 'explanation', 'draw', 'extensively', 'scientific_technical', 'literature', 'undertake', 'interdisciplinary', 'translational', 'process', 'map', 'ai', 'technical', 'lexicon', 'legal', 'term', 'of', 'art', 'construction', 'patent', '12', 'understanding', 'foundational', 'drill', 'principal', 'ai', 'input', 'datum', 'data', 'curation', 'statistical', 'model', 'algorithm', '13', 'engage', 'illustrative', 'issuespotting', 'ai', 'factual', 'frame', 'sketch', 'of', 'legal', 'implication', 'associate', 'vital', 'understanding', 'theoretical_contribution', 'conceptual', 'sorting', 'of', 'ai', 'introduce', 'system', 'processengineeringinspired', 'taxonomy', 'of', 'ai', 'categorize', 'ai', 'degree', 'of', 'human_involvement', 'conversely', 'degree', 'of', 'ai', 'autonomy', 'aimediate', 'decisionmaking', 'conceptualize_ai', 'static_dynamic', 'distinction', 'vital', 'ais', 'potential', 'harm', 'meaningful', 'accountability', 'ultimately', 'proper', 'prioritization', 'of', 'ai', 'governance', 'effort', 'introduce', 'taxonomy', 'conceptualize_ai', 'humanmachine_enterprise', 'of', 'serie', 'of', 'process', 'perceive', 'of', 'ai', 'elephant', 'role', 'of', 'human', 'decisionmaking', 'limit', 'understand', 'humanmachine_enterprise', 'ai', 'constituent', 'process', 'deconstruct', 'comprehend', 'frame', 'subsequent', 'scholarship', 'doctrinal', 'procedural', 'law', 'policy', 'development', 'hope', 'inform', 'empower', 'lawyer', 'improve', 'security', 'justness', 'wellbeing', 'of', 'people', 'increasingly', 'algorithmic']"", ""['protect', 'creation_of_artificial', 'intelligence', 'system', 'copyright_law', 'of', 'complex', 'legal', 'issue', 'of', 'time', 'ai', 'debate', 'stakeholder', 'issue', 'evade_consensus', 'series_of_administrative', 'judicial_ruling', 'alter_landscape', '2019', 'chinese', 'district_court', 'affirm_copyrightability', 'of', 'news', 'write', 'aipowere_robot', 'clarify', 'ai_developer', 'deem_copyright', 'owner_of_news', '2020', 'united', 'patent', 'trademark_office', 'european_patent_office', 'united_kingdom', 'court_prominently', 'deny', 'patent_application', 'designate_ai', 'system', 'inventor', 'reveal_profound', 'implication', 'of', 'ai_ruling', 'copyright', 'protection', 'of', 'aigenerated', 'examine', 'ruling', 'light', 'nature', 'scope_of_authorship', 'ownership', 'legal', 'issue', 'central', 'decide', 'aigenerate', 'merit_copyright', 'protection', 'draw', 'indepth', 'study', 'of', 'ai_ruling', 'propose_broadbased', 'forwardlooking_approach', 'protect_aigenerated', 'twotiered_legal', 'mechanism', 'legislator', 'award_sui', 'generis', 'ai', 'generate', 'human', 'contribution', 'generate_autonomously', 'ai', 'system', 'contribution', 'public_domain', 'copyright', 'protection']""]"
1,15,1_german_germany_sso_dignity,"['german', 'germany', 'sso', 'dignity', 'farreaching', 'technical_committee', 'legal_system', 'gdr', 'contributor', 'acknowledge']","[""['legal', 'global', 'historical', 'german_empire', 'identify', 'increase', 'tendency_internationalize', 'rule', 'of', 'economic', 'technical', 'context', 'international', 'protection', 'of', 'intellectual_property', 'progress', 'paris_convention', 'of', '1883_harmonize', 'national', 'patent', 'regime', 'intend_facilitate', 'transnational_flow', 'of', 'coordinate_system', 'of', 'application', 'novelty', 'aim', 'of', 'limited', 'approach_of_paris', 'convention', 'decade', 'angle', 'grow_pressure', 'of', 'german', 'industry', 'join_convention', '1903', 'concrete_deal', 'conventions_regulation', 'highlight', 'study_of_1930', 'detail_dealing', 'merck', 'darmstadt', 'counterpart', 'secure_priority', 'european_country', 'study', 'efficient_transnational', 'of', 'achieve', 'paris_convention', 'selfregulative_contract', 'patent', 'of', 'actor']"", ""['examine', 'acknowledge', 'inventor', 'of', 'technology', 'patent', 'law', 'technological', 'cumulative', 'development', 'people', 'arrive', 'simultaneously', 'person', 'inventor', 'receive_credit', 'honorthis', 'focus', 'legal_system', 'of', 'germany_united', 'compare', 'conceptualize', 'inventor', 'system', 'develop', 'philosophical_cultural', 'climate', 'german', 'legal_system', 'deeply_influence', 'kantian_hegelian', 'american', 'legal_system', 'inspire', 'liberal_utilitarian', 'idea', 'school_of_philosophical', 'perspective', 'relationship', 'personal_identity', 'german_tradition', 'emphasize_deeply', 'personal_relation', 'individual', 'anglosaxon_approach', 'instrumentalist_utilitarian', 'regard', 'workone', 'difference_express', 'acknowledge', 'inventor', 'understand', 'regulate', 'acknowledge', 'inventor_deeply', 'connect', 'identity', 'professional', 'engineer', 'technician', 'scientist', 'hand', 'pecuniary_significance', 'protection', 'of', 'inventor', 'glimpse', 'vision_of_identity', 'legal_systemsthis', 'examine_extent', 'german_american', 'legal_system', 'recognize', 'protect', 'perceive', 'inventor', 'demonstrate', 'legal_system', 'profoundly', 'perceive', 'protect', 'inventor', 'true', 'vision_of_professional', 'dignity', 'german', 'law', 'carefully_protect', 'independently', 'pecuniary', 'contrast', 'american', 'law', 'grant_remarkably', 'weak', 'protection', 'inventor', 'focus', 'monetary_aspect', 'discover', 'vision_of_role', 'of', 'individual', 'society', 'of', 'role', 'of', 'individual', 'creator', 'consumer', 'stake', 'question_of_honor', 'dignity', 'symbolic_property', 'material', 'benefit', 'recognize', 'play_role', 'economic', 'system']"", ""['examine', 'acknowledge', 'inventor', 'of', 'technology', 'patent', 'law', 'technological', 'cumulative', 'development', 'people', 'arrive', 'simultaneously', 'person', 'inventor', 'receive_credit', 'honorthis', 'focus', 'legal_system', 'of', 'germany_united', 'compare', 'conceptualize', 'inventor', 'system', 'develop', 'philosophical_cultural', 'climate', 'german', 'legal_system', 'deeply_influence', 'kantian_hegelian', 'american', 'legal_system', 'inspire', 'liberal_utilitarian', 'idea', 'school_of_philosophical', 'perspective', 'relationship', 'personal_identity', 'german_tradition', 'emphasize_deeply', 'personal_relation', 'individual', 'anglosaxon_approach', 'instrumentalist_utilitarian', 'regard', 'workone', 'difference_express', 'acknowledge', 'inventor', 'understand', 'regulate', 'acknowledge', 'inventor_deeply', 'connect', 'identity', 'professional', 'engineer', 'technician', 'scientist', 'hand', 'pecuniary_significance', 'protection', 'of', 'inventor', 'glimpse', 'vision_of_identity', 'legal_systemsthis', 'examine_extent', 'german_american', 'legal_system', 'recognize', 'protect', 'perceive', 'inventor', 'demonstrate', 'legal_system', 'profoundly', 'perceive', 'protect', 'inventor', 'true', 'vision_of_professional', 'dignity', 'german', 'law', 'carefully_protect', 'independently', 'pecuniary', 'contrast', 'american', 'law', 'grant_remarkably', 'weak', 'protection', 'inventor', 'focus', 'monetary_aspect', 'discover', 'vision_of_role', 'of', 'individual', 'society', 'of', 'role', 'of', 'individual', 'creator', 'consumer', 'stake', 'question_of_honor', 'dignity', 'symbolic_property', 'material', 'benefit', 'recognize', 'play_role', 'economic', 'system']""]"
2,14,2_remanufacturer_remanufacturing_remanufacture_product_oem,"['remanufacturer', 'remanufacturing', 'remanufacture_product', 'oem', 'closedloop_supply_chain', 'original_manufacturer', 'clsc', 'remanufacturing_degree', 'pcm', 'licensing_fee']","[""['increase', 'academic_pragmatic', 'leverage', 'patent', 'invigorate_remanufacturing', 'waste_product', 'governmental_intervention', 'regulation_rewardpenalty', 'instrument', 'practice', 'original_manufacturer', 'possess', 'intellectual_property', 'thirdparty_remanufacturer', 'implement_reproduce', 'operation', 'authorization_charge', 'licensing_fee', 'purpose', 'of', 'explore_favorable', 'strategy', 'closedloop_supply_chain', 'system', 'of', 'waste_product', 'collection_remanufacturing', 'context_of_manufacturerremanufacturing', 'remanufacturerremanufacturing', 'clsc', 'achieve_objective', 'game_theory', 'adopt', 'establish', 'model', 'of', 'collection_remanufacturing', 'mode', 'channel', 'involve', 'manufacturer', 'seller', 'remanufacturer', 'governments_allocation', 'of', 'elementary_remanufacturing', 'ratio_unit', 'amount_of_rewardpenalty', 'count', 'clsc_operation', 'manufacturer', 'leader', 'system', 'mode_selection']"", ""['practice', 'oem_license', 'technology', 'remanufacturer', 'remanufacturer', 'carry', 'remanufacturing_activity', 'charge', 'patent', 'licensing_fee', 'of', 'cooperative', 'behavior', 'impact', 'environmental', 'economic', 'benefit', 'bring', 'remanufacturing_activity', 'patent', 'licensing', 'behavior', 'improve_quality', 'of', 'remanufacture_product', 'produce', 'remanufacturer', 'increase', 'competition', 'oems', 'product', 'consumer', 'quality', 'preference', 'product', 'affect', 'oems', 'patent', 'licensing', 'decision', 'of', 'patent', 'license_contract', 'bring', 'profit', 'oem', 'patent', 'license_contract', 'beneficial', 'environmental_protection', 'answer_question', 'examine', 'production', 'strategy', 'technology', 'cooperation', 'mode', 'of', 'supply_chain', 'influence', 'of', 'consumer', 'quality', 'preference', 'cournot_duopoly', 'model', 'common', 'licensing_strategy', 'investigate', 'compare', 'follow', 'conclusion_draw', 'oem_license', 'patent', 'quality_of_remanufacture', 'product', 'low', 'compare', 'of', 'product', 'remanufacturer', 'enter_market', 'carry', 'remanufacturing_activity', 'oem_benefit', 'qualityimprove', 'remanufacturing', 'patent', 'license', 'license', 'patent', 'technology', 'remanufacturer', 'unit', 'gap', 'remanufacture_product', 'ii', 'quality_of_remanufacture', 'product', 'prior', 'patent', 'licensing', 'low', 'patent', 'licensing_fee', 'oem_charge', 'low', 'profit', 'oem', 'patent', 'licensing', 'twopart_tariff', 'licensing', 'patent', 'licensing_strategy', 'oem', 'of', 'quality', 'level_of_remanufacture', 'product', 'prior', 'patent', 'licensing', 'iii', 'study', 'elucidate_optimal', 'patent', 'licensing_strategy', 'option', 'oem', 'provide_theoretical', 'contribution', 'practical_implication']"", ""['study', 'propose', 'threeperiod', 'closedloop_supply_chain', 'model', 'framework', 'remanufacturing', 'original_equipment', 'manufacturer_sell', 'product', 'entire', 'selling', 'season', 'remanufacturer', 'collect', 'product', 'sell', 'remanufacture_product', 'period', 'of', 'strategic', 'consumer', 'green_preference', 'oem', 'basic', 'model', 'firm', 'determine', 'respective', 'price', 'pursue', 'profit', 'maximization', 'consumer', 'strategic_behaviour', 'green_preference', 'extend', 'model', 'incorporate', 'patent', 'protection', 'government_intervention', 'investigate_impact', 'firm', 'operational_strategy', 'profitability', 'consumer_surplus', 'optimal', 'price', 'increase', 'of', 'remanufacture_product', 'optimal_licensing', 'fee', 'strictly', 'decrease', 'marginal', 'uncover', 'consumer', 'strategic_behaviour', 'alleviate', 'consumer', 'green_preference', 'exacerbate', 'of', 'marginal', 'product', 'price', 'compare', 'basic', 'model', 'patent', 'protection', 'government_intervention', 'government_subsidy', 'consumer', 'ideal', 'product', 'leave', 'market', 'boost', 'sale', 'of', 'remanufacture_product', 'improve', 'performance', 'of', 'remanufacturer', 'profitability', 'oem_charge', 'patentlicensing_fee', 'interestingly', 'profit', 'of', 'oem', 'increase', 'perunit', 'government_subsidy', 'oem_benefit', 'indirectly', 'government_subsidy', 'patentlicensing', 'revenue', 'base', 'combine', 'of', 'patent', 'protection', 'government_intervention', 'propose', 'efficient', 'easytoimplement', 'subsidytax', 'scheme', 'assist', 'social_planner', 'encourage', 'firm', 'set', 'price', 'level', 'of', 'reach', 'social_welfare', 'maximization']""]"
