Num Topics,CV
10,0.5336012260022864
15,0.5304997804363334
20,0.48702394989621584
25,0.4876093290824382
30,0.4545519712353776
35,0.42374455388516424
40,0.4401182995907787
45,0.378350522572863
50,0.4030306610075664
55,0.396105194767383
60,0.3924590097413169
65,0.3616554133527767
70,0.4009543182514435
75,0.36611290229700266
80,0.3613079839696497
85,0.35710618870186395
90,0.3385136607673851
95,0.3828323694401826
100,0.3578078054575339
