Num Topics,CV
10,0.642329484
15,0.612167179
20,0.624283262
25,0.585738989
30,0.562849077
35,0.526564038
40,0.545486551
45,0.54894793
50,0.49209803
55,0.478225798
60,0.486979446
65,0.455051677
70,0.456627859
75,0.470187185
80,0.457320763
85,0.477082313
90,0.486358763
95,0.459592828
100,0.474402031
