Num Topics,CV
10,0.6363519616034583
15,0.5852754308234339
20,0.6293945219734378
25,0.6045720631814442
30,0.6096467538713195
35,0.5465773991161935
40,0.5215074730860552
45,0.5150705183954796
50,0.47703845885000357
55,0.4786817564741857
60,0.4584410764466858
65,0.45545221747312997
70,0.47467741328398116
75,0.45680841486453194
80,0.4451408227319863
85,0.4536210352062047
90,0.4394712106691998
95,0.4679041628697862
100,0.46862997152717983
