Num Topics,CV
10,0.7119548339348887
15,0.6629738072477674
20,0.6468320502316446
25,0.5755993483829526
30,0.554731682470642
35,0.5242855590033073
40,0.5416503145265104
45,0.49708114134311127
50,0.4957108532878664
55,0.4580398847440612
60,0.4743756021277513
65,0.4544353076793073
70,0.4720262721304053
75,0.45513578435525937
80,0.48041989740214047
85,0.4345258084294537
90,0.4844503414408784
95,0.44398653166170643
100,0.4621367749585998
