Topic,Count,Name,Representation,Representative_Docs,Top 20 Words
-1,1377,-1_prep_sport_land_government_institutional,"['prep', 'sport', 'land', 'government_institutional', 'cannabis', 'cpm', 'abortion', 'disease', 'sperm', 'bulletproof_vest']","[""['preexposure_prophylaxis', 'of', 'pillar', 'unaids_reduce', 'hiv_transmission', 'prep', 'tool', 'female_selfprotection', 'hiv', 'highly_relevant', 'subsaharan_region', 'woman', 'infection_burden', 'truvada', 'medication', 'prep', 'of', 'truvada_limit', 'uptake', 'resourceconstrained_country', 'investigate', 'patentprotected_compound', 'unaffordable', 'region', 'set', 'explore_potential', 'of', 'patentexpired_antiviral', 'efavirenz', 'costefficient_prep', 'alternative', 'erv', 'population_pharmacokinetic', 'model', 'utilize_datum', 'encore1_study', 'develop', 'model_refine', 'metabolic_autoinduction', 'explore_efv', 'cellular_uptake', 'mechanism', 'determine', 'plasma_protein', 'binding', 'predict_prophylactic', 'efficacy', 'of', 'efv_dosing', 'scheme', 'exposure', 'hiv', 'stochastic_simulation', 'framework', 'predict', 'plasma_concentration', 'of', '11', '36', '1287_1486ngml', 'prevent_90', 'sexual_transmission', 'wild_type', 'y181c', 'k103n_g190s', 'mutant', 'trough_concentration', 'achieve', '600', 'daily_dosing', 'reduce_dose', 'efavirenz', 'provide', 'complete', 'protection', 'wildtype_virus', 'y181c_mutant', 'median_trough', 'concentration', 'provide', '90', 'protection', 'k103n_g190s', 'mutant', 'median_2017', 'ngml', '95_ci4459830', '400', 'median_1349ngml', '95_ci', '2976553', 'reduce_dose', 'er', 'low_toxicity', 'profile', 'predict_reduction', 'hiv_infection', '400', 'efvprep', 'adhere', 'demand', 'postexposure_prophylaxi', 'pep', 'daily_efvprep', 'provide_99', 'protection', 'wildtype_virus', '50_of_dose', 'prep', 'demand', 'provide', 'complete', 'protection', 'wildtype_virus', 'prevent', '81_infection', 'mutant', 'pep_prevent', '98_infection', 'susceptible_virus', 'initiate', '24', 'virus_exposure', 'continue', '9_day', 'predict', '400', 'oral_er', 'provide_superior', 'protection', 'wildtype_hiv', 'study_warrant', 'evaluate_er', 'costefficient_alternative', 'truvada', 'predict_prophylactic', 'concentration_guide', 'release_kinetic', 'of', 'er_longacte', 'formulation', 'clinical_trial', 'design']"", ""['effective', 'action', 'combat_covid19', 'pandemic', 'verify', 'initial', 'immunity', 'contagion', 'generalized', 'confinement', 'solve', 'medium', 'term', 'vaccination', 'success', 'of', 'vaccine', 'history', 'of', 'humankind', 'vaccine', 'serve', 'reduce', 'eliminate', 'communicable_disease', 'exaggeration', 'purification', 'of', 'water', 'penicillin', 'vaccination', 'of', 'population', 'disease', 'of', 'achievement', 'field', 'of', 'public_health', 'health', 'of', 'individual', 'success', 'of', 'vaccine', 'pandemic', 'history', 'doubt', 'evidence', 'of', 'preventative', 'of', 'vaccine', 'antivaccine', 'movement', 'endure', 'time', 'grow', 'decade', 'opposition', 'diminish', 'efficiency', 'safe', 'vaccine', 'covid19', 'produce', 'mrna', 'technology', 'contrary', 'continue_expand', 'development', 'authorization', 'of', 'vaccine', 'covid19', 'record', 'time', 'challenge', 'vaccination', 'campaign', 'determine', 'priority', 'access', 'resource', 'availability', 'of', 'vaccine', 'scarce', 'criterion', 'follow', 'europe', 'uniform', 'prioritize', 'vaccination', 'of', 'elderly', 'prone', 'suffer', 'illness', 'access', 'vaccine', 'unequal', 'worldwide', 'avoid', 'strategy', 'propose', 'suspension', 'of', 'patent', 'creation', 'of', 'covax', 'vaccine', 'initiative', 'supply', 'country', 'buy', 'of', 'vaccine', 'prioritize', 'access', 'main', 'ethicallegal', 'issue', 'debate', 'country', 'opportunity', 'incorporate', 'vaccination', 'legal', 'duty', 'involve', 'change', 'majority_opinion', 'subject', 'of', 'pandemic', 'argue', 'moral', 'duty', 'receive', 'recommend', 'vaccine', 'preserve', 'public_health', 'of', 'public', 'opinion', 'attentive', 'issue', 'of', 'compulsory_vaccination', 'rejection', 'vaccine', 'arouse', 'sector', 'of', 'population', 'vaccine', 'covid19', 'balance', 'freedom', 'of', 'individual', 'achievement', 'of', 'collective', 'public', 'individual', 'health', 'resolve', 'legal', 'level', 'court_of_justice', 'ruling', 'of', 'supreme_court', 'united', 'european', 'court', 'of', 'human_rights', 'europe', 'establish', 'criterion', 'basically', 'convergent', 'court', 'understand', 'competency', 'oblige', 'population', 'vaccinate', 'safeguard', 'health', 'requirement_meet', 'risk', 'of', 'pandemic', 'safe_effective', 'vaccine_combat', 'disease', 'exist', 'absence', 'of', 'invasive', 'measure', 'achieve', 'ruling', 'serve', 'support', 'specific', 'legal', 'measure', 'adopt', 'pandemic', 'of', 'united', 'of', 'council', 'of', 'europe', 'concept', 'confuse', 'debate', 'of', 'mandatory', 'force_vaccination', 'belong', 'category', 'limit', 'fundamental', 'level', 'of', 'intensity', 'speak', 'of', 'mandatory_vaccination', 'reference', 'duty', 'noncompliance', 'determine', 'legal_consequence', 'economic', 'sanction', 'limitation', 'of', 'individual', 'neglect', 'obligation', 'vaccinate', 'fine', 'freedom_of_movement', 'restrict', 'condition', 'alter', 'employment', 'salary', 'suspend', 'legal_consequence', 'force_vaccination', 'of', 'resist', 'vaccine', 'economic', 'fine', 'contrary', 'force_vaccination', 'individual', 'disregard', 'obligation', 'legally', 'compel', 'vaccinate', 'resort', 'force', 'word', 'affect', 'directly', 'measure', 'integrity', 'of', 'individual', 'measure', 'of', 'significance', 'perspective', 'of', 'ultimately', 'affect', 'limitation', 'difference', 'account', 'principle_of_proportionality', 'offer_overview', 'of', 'response', 'adopt', 'relation', 'vaccination', 'mandatory', 'range', 'mandatory', 'entire_population', 'measure', 'of', 'indirect', 'persuasion', 'vaccination', 'covid', 'passport', 'identify', 'broad', 'agreement', 'international', 'community', 'compatibility', 'mandatory_vaccination', 'safeguarding', 'of', 'fundamental', 'condition', 'meet', 'recognize', 'proportionality', 'adoption', 'of', 'measure', 'effective', 'achieve_desire', 'objective', 'of', 'reach', 'level', 'of', 'vaccination', 'population', 'desirable', 'advanced', 'formula', 'of', 'persuasion', 'training', 'incur', 'adoption', 'of', 'measure', 'restrict', 'personal', 'liberty', 'compulsory_vaccination', 'international_agreement', 'share', 'criterion', 'relate', 'vaccine', 'development', 'authorization', 'fair', 'distribution', 'absence', 'of', 'share_vision', 'cooperation', 'rise', 'rivalry', 'reinforce_traditional', 'clash', 'power', 'purpose', 'of', 'compare', 'legal', 'foundation', 'of', 'mandatory', 'nature', 'of', 'vaccine', 'territory', 'exert', 'influence', 'of', 'contextual', 'perspective', 'attempt', 'carry', 'exhaustive', 'approach', 'of', 'question', 'raise', 'outline', 'base', 'of', 'accredited', 'jurisprudential', 'doctrinal', 'source', 'provisional', 'conclusion', 'subject', 'successive', 'revision']"", ""['examine', 'deep_regional', 'trade_agreement', 'facilitate_crossborder', 'licensing', 'microfounded', 'gravity_equation', 'supply', 'mode', 'derive', 'model', 'heterogeneous', 'firm_choose', 'supply', 'foreign', 'market', 'export', 'foreign_direct_investment', 'licensing', 'comparative_static', 'regard', 'of', 'change', 'of', 'serve', 'destination_country', 'freeness', 'of', 'trade', 'strength_of_intellectual', 'property', 'protection', 'bilateral_flow', 'of', 'licensing_revenue', 'empirically_test', 'theoretical_prediction', 'datum', 'crossborder', 'flow', 'of', 'royalty', 'licence_fee', '49', 'country', 'period', '19952012', 'addition', 'variable', 'capture', 'impact', 'of', 'shallow', 'deep_regional', 'trade_agreement', 'construct', 'dummy_variable', 'represent', 'subcategorie', 'of', 'ip', 'rightsrelate', 'provision', 'consistent', 'theoretical_prediction', 'improved_access', 'destination', 'market', 'deep_regional', 'trade_agreement', 'strong', 'ip_protection', 'regional_trade', 'agreement', 'legally', 'enforceable', 'ip', 'technologyrelated', 'provision', 'increase', 'bilateral_flow', 'of', 'licensing_revenue', 'ip', 'rightsrelated', 'provision', 'accession', 'ratification', 'of', 'exist', 'international', 'ip', 'agreement', 'protection', 'of', 'trademark', 'patent', 'industrial_design', 'facilitate_crossborder', 'licensing', 'gravit', 'eacute_de', 'loctroi_de', 'licences_transnationales', 'eacutepercussion', 'des_accords', 'commerciaux', 'eacutetendus', 'eacuteorie', 'donn', 'eacutees', 'probantes', 'nous', 'examinons', 'si', 'accords_commerciaux', 'eacutegionaux', 'eacutetendus', 'facilitent', 'loctroi_de', 'licences_transnationales', 'acr', 'une', 'eacutequation', 'de', 'gravit', 'eacute', 'microfond', 'eacutee', 'pour', 'chaque', 'mode', 'dapprovisionnement', 'est', 'tir', 'eacutee', 'dun', 'mod', 'egravele', 'ugrave', 'des_entreprises', 'eacutet', 'eacuterog', 'egravenes', 'choisissent_de', 'fournir', 'leurs', 'biens', 'sur', 'des', 'march', 'eacutes', 'par', 'lexportation', 'linvestissement', 'direct', 'ou', 'loctroi_de', 'licences', 'nous', 'pr', 'eacutesentons', 'plusieurs', 'eacutesultats', 'statistiques', 'comparatifs', 'concernant', 'effets', 'des', 'changements', 'sur_les', 'ucircts', 'fixes', 'pour', 'servir', 'pays', 'de_destination', 'la', 'libert', 'eacute', 'du', 'commerce', 'la', 'solidit', 'eacute_des', 'droits_de', 'propri', 'eacutet', 'eacute_intellectuelle', 'sur', 'flux_bilat', 'eacuteraux', 'des_recettes', 'provenant_de', 'loctroi_de', 'licences', 'dpi', 'ensuite', 'nous', 'testons', 'empiriquement', 'pr', 'eacutevisions', 'eacuteoriques', 'agrave', 'laide_de', 'donn', 'eacutees', 'sur_les', 'flux', 'transfrontaliers', 'de_droits', 'dauteur', 'de_droits', 'de_licences', 'dans', '49', 'pays', 'au', 'cours', 'de_la', 'eacuteriode', '19952012', 'en', 'des_variable', 'qui', 'capturent', 'lincidence', 'des', 'acr', 'superficiels', 'nous', 'construisons', 'des_variable', 'fictives', 'qui', 'repr', 'eacutesentent', 'des', 'souscat', 'eacutegories', 'de', 'dispositions_li', 'eacutees_aux', 'dpi', 'conform', 'eacutement', 'agrave', 'pr', 'eacutevisions', 'eacuteoriques', 'nous', 'constatons', 'quun', 'acc', 'egraves', 'eacutelior', 'eacute', 'au', 'march', 'eacute_de', 'destination', 'gr', 'acircce', 'agrave', 'acr', 'eacutetendu', 'une', 'meilleure', 'protection', 'des', 'dpi', 'au', 'moyen', 'dun', 'acr', 'comprenant', 'des', 'dispositions', 'eacutecutoires', 'sur', 'dpi', 'technologie', 'augmente', 'flux_bilat', 'des_recettes', 'provenant_de', 'loctroi_de', 'licences', 'parmi', 'les', 'dispositions_li', 'eacutees_aux', 'dpi', 'ladh', 'eacutesion', 'agrave', 'des_accords', 'internationaux', 'existants', 'en_mati', 'egravere_de', 'propri', 'eacutet', 'eacute_intellectuelle', 'ou', 'leur', 'ratification', 'la', 'protection', 'des', 'marques', 'de', 'commerce', 'des_brevets', 'ou', 'des', 'proc', 'eacuted', 'eacutes', 'industriels', 'sont', 'pour', 'faciliter', 'loctroi_de', 'licences_transnationales']""]",No words
0,22,0_ai_artificial_intelligence_emotional_airelate_ai_implementer,"['ai', 'artificial_intelligence', 'emotional_airelate', 'ai_implementer', 'ai_machine', 'inventorship', 'initial_set', 'data_owner', 'ai_ruling', 'aigenerate']","[""['protect', 'creation_of_artificial', 'intelligence', 'system', 'copyright_law', 'of', 'complex', 'legal', 'issue', 'of', 'time', 'ai', 'debate', 'stakeholder', 'issue', 'evade_consensus', 'series_of_administrative', 'judicial_ruling', 'alter_landscape', '2019', 'chinese', 'district_court', 'affirm_copyrightability', 'of', 'news', 'write', 'aipowere_robot', 'clarify', 'ai_developer', 'deem_copyright', 'owner_of_news', '2020', 'united', 'patent', 'trademark_office', 'european_patent_office', 'united_kingdom', 'court_prominently', 'deny', 'patent_application', 'designate_ai', 'system', 'inventor', 'reveal_profound', 'implication', 'of', 'ai_ruling', 'copyright', 'protection', 'of', 'aigenerated', 'examine', 'ruling', 'light', 'nature', 'scope_of_authorship', 'ownership', 'legal', 'issue', 'central', 'decide', 'aigenerate', 'merit_copyright', 'protection', 'draw', 'indepth', 'study', 'of', 'ai_ruling', 'propose_broadbased', 'forwardlooking_approach', 'protect_aigenerated', 'twotiered_legal', 'mechanism', 'legislator', 'award_sui', 'generis', 'ai', 'generate', 'human', 'contribution', 'generate_autonomously', 'ai', 'system', 'contribution', 'public_domain', 'copyright', 'protection']"", ""['machine_learning', 'artificial_intelligence', 'system', 'change', 'profound', 'exponentially', 'rapid', 'irreversible', 'ai', 'harness', 'capable', 'of', 'harm', 'scale', 'people', 'community', 'society', 'democratic', 'institution', 'dearth', 'of', 'ai', 'governance', 'leave', 'unchecked', 'ai', 'existential', 'risk', 'sound', 'urgent', 'alarm', 'jump', 'bandwagon', 'law', 'scholar', 'law', 'student', 'lawyer', 'bar', 'contribute', 'volume', 'of', 'ai', 'policy', 'legislative_proposal', 'commentary', 'doctrinal', 'theory', 'call', 'corporate', 'international_organization', 'ethical', 'ai', 'leadership', 'erroneous', 'incomplete', 'overly_simplistic', 'treatment', 'of', 'ai', 'technology', 'undermine', 'utility', 'of', 'portion', 'of', 'literature', 'ai', '3', '4', '5', '6', 'of', 'treatment', 'piecemeal', 'gap', 'produce', 'barrier', 'proper_legal', 'understanding', 'of', 'ai', 'profound', 'concern', 'exist', 'actual', 'potential', 'crisis', 'of', 'societal', 'democratic', 'individual', 'harm', 'future', 'legal', 'community', 'equal', 'task', 'of', 'address_concern', 'lack_sufficient', 'al', 'knowledge', 'technological_competence', 'ethical', 'mandate', 'diligence', 'competence', 'as8', 'law', 'policy_debate', 'subsequent_action', 'fundamentally', 'flaw', 'produce', 'devastating', 'unintended_consequence', 'rely', 'erroneous', 'uninformed', 'misconceive', 'understanding', 'of', 'technology', 'input', 'process', 'elephant', 'ancient', 'jain', 'parable', 'wise', 'conceive', 'of', 'fraction', 'of', 'ai', 'creature', 'blindly', 'lawyer', 'critically', 'corner', '9', 'lack', 'of', 'understanding', 'ai', 'technology', 'rob', 'legal_profession', 'of', 'foresight', 'of', 'affair', 'raise', 'ethical_concern', 'bad', 'undermine', 'lawyer', 'power', 'authority', 'legitimacy', 'bring', 'forward', 'valid', 'meaningful', 'idea', 'solution', 'prevent', 'ai', 'humanity', 'apex', 'predator', 'respond', 'descriptive', 'theoretical_contribution', '10', 'descriptive', 'contribution', 'aim', 'correct', 'augment', 'record', 'ai', 'machine_learning', 'underlie', 'technology', 'process', 'endeavor', 'concisely', 'accessibly', 'foundational', 'comprehensive', 'singlesource', 'explanation', 'draw', 'extensively', 'scientific_technical', 'literature', 'undertake', 'interdisciplinary', 'translational', 'process', 'map', 'ai', 'technical', 'lexicon', 'legal', 'term', 'of', 'art', 'construction', 'patent', '12', 'understanding', 'foundational', 'drill', 'principal', 'ai', 'input', 'datum', 'data', 'curation', 'statistical', 'model', 'algorithm', '13', 'engage', 'illustrative', 'issuespotting', 'ai', 'factual', 'frame', 'sketch', 'of', 'legal', 'implication', 'associate', 'vital', 'understanding', 'theoretical_contribution', 'conceptual', 'sorting', 'of', 'ai', 'introduce', 'system', 'processengineeringinspired', 'taxonomy', 'of', 'ai', 'categorize', 'ai', 'degree', 'of', 'human_involvement', 'conversely', 'degree', 'of', 'ai', 'autonomy', 'aimediate', 'decisionmaking', 'conceptualize_ai', 'static_dynamic', 'distinction', 'vital', 'ais', 'potential', 'harm', 'meaningful', 'accountability', 'ultimately', 'proper', 'prioritization', 'of', 'ai', 'governance', 'effort', 'introduce', 'taxonomy', 'conceptualize_ai', 'humanmachine_enterprise', 'of', 'serie', 'of', 'process', 'perceive', 'of', 'ai', 'elephant', 'role', 'of', 'human', 'decisionmaking', 'limit', 'understand', 'humanmachine_enterprise', 'ai', 'constituent', 'process', 'deconstruct', 'comprehend', 'frame', 'subsequent', 'scholarship', 'doctrinal', 'procedural', 'law', 'policy', 'development', 'hope', 'inform', 'empower', 'lawyer', 'improve', 'security', 'justness', 'wellbeing', 'of', 'people', 'increasingly', 'algorithmic']"", ""['protect', 'creation_of_artificial', 'intelligence', 'system', 'copyright_law', 'of', 'complex', 'legal', 'issue', 'of', 'time', 'ai', 'debate', 'stakeholder', 'issue', 'evade_consensus', 'series_of_administrative', 'judicial_ruling', 'alter_landscape', '2019', 'chinese', 'district_court', 'affirm_copyrightability', 'of', 'news', 'write', 'aipowere_robot', 'clarify', 'ai_developer', 'deem_copyright', 'owner_of_news', '2020', 'united', 'patent', 'trademark_office', 'european_patent_office', 'united_kingdom', 'court_prominently', 'deny', 'patent_application', 'designate_ai', 'system', 'inventor', 'reveal_profound', 'implication', 'of', 'ai_ruling', 'copyright', 'protection', 'of', 'aigenerated', 'examine', 'ruling', 'light', 'nature', 'scope_of_authorship', 'ownership', 'legal', 'issue', 'central', 'decide', 'aigenerate', 'merit_copyright', 'protection', 'draw', 'indepth', 'study', 'of', 'ai_ruling', 'propose_broadbased', 'forwardlooking_approach', 'protect_aigenerated', 'twotiered_legal', 'mechanism', 'legislator', 'award_sui', 'generis', 'ai', 'generate', 'human', 'contribution', 'generate_autonomously', 'ai', 'system', 'contribution', 'public_domain', 'copyright', 'protection']""]","ai, artificial_intelligence, emotional_airelate, ai_implementer, ai_machine, inventorship, initial_set, data_owner, ai_ruling, aigenerate"
1,21,1_upc_unified_patent_court_eu_unitary_patent,"['upc', 'unified_patent_court', 'eu', 'unitary_patent', 'analytical_reflection', 'prong', 'krka', 'european_jurisdiction', 'fee_shift', 'ecb']","[""['writing', 'explore', 'european', 'understanding', 'of', 'fee_shift', 'rule', 'unitary_patent', 'regime', 'address', 'fee_shift', 'rule', 'european_jurisdiction', 'ip', 'enforcement_directive', 'harmonize', 'of', 'remedy', 'govern', 'national', 'law', 'european_jurisdiction', 'apply', 'fee_shift', 'rule', 'lose', 'party', 'pay', 'win', 'parties', 'fee', 'cover', 'european_jurisdiction', 'intermediate_fee', 'shifting', 'win', 'litigant', 'recover', 'of', 'litigation', 'unitary_patent', 'court', 'follow', 'intermediate_fee', 'shifting', 'upc', 'upc', 'lower', 'raise', 'ceiling', 'of', 'recoverable', 'request', 'wholly', 'partially', 'reimburse', 'recoverable', 'disproportionate', 'unsuccessful', 'party', 'medium', 'size', 'national', 'rule', 'fee_shifting', 'unitary_patent', 'regime', 'limitation', 'discretionary', 'element', 'proportionality', 'equity', 'partial', 'success', 'addition', 'upc', 'follow', 'law', 'of', 'court_of_justice_of_european_union', 'relate', 'interpretation', 'of', 'ip', 'enforcement_directive']"", ""['holder', 'of', 'standard_essential', 'patent', 'require', 'license', 'patent', 'licensee', 'basis', 'of', 'fair_reasonable', 'nondiscriminatory', 'term', 'sep', 'frand', 'judgment', 'unwired', 'planet', 'sisvel', 'haier', 'uk_supreme', 'court', 'german', 'bundesgerichtshof', 'rule', 'range', 'single', 'royalty', 'compatible', 'frand_commitment', 'hand', 'royalty', 'outer_boundary', 'of', 'range', 'frand', 'addition', 'unfair_royalty', 'regard', 'abuse_of_dominant', 'position', 'sep_holder', 'breach', 'of', '102', 'treaty', 'of', 'functioning_of_european', 'union', 'tfeu', 'analyse', 'circumstance', '102_tfeu', 'rely', 'competition_authority', 'europe', 'sanction', 'of', 'unfair_royalty', 'request', 'sep_holder', 'licensee', 'assess', 'competition', 'policy', 'sanction', 'unfair_royalty', 'request', 'sep_holder', 'competition', 'agency', 'analyse', 'law', 'of', 'eu', 'court_of_justice', 'concern', '102_tfeu', 'eventually', 'remedy', 'competition_authority', 'adopt']"", ""['center_dot', 'attempt', 'draw', 'boundary', 'of', 'ip', 'interface', 'european', 'competition', 'patent', 'law', 'court_of_justice_of_european_union', 'devise', 'concept', 'of', 'existenceexercise', 'dichotomy', 'specific', 'subject_matter', 'articulate', 'essential', 'function', 'doctrine', 'ipr', 'cjeu', 'whilst', 'meaning', 'remain_controversial', 'cjeu', 'decision', 'of', 'understand', 'remedy', 'limit', 'patent', 'overenforcement', 'exist', 'law', 'center_dot', 'ipdriven', 'abuse', 'constitute_core', 'of', 'patent', 'litigation', 'lens', 'of', 'abuse', 'of', 'community', 'law', 'doctrine', 'concept', 'of', 'abuse', 'inferable', 'cjeu', 'law', 'interplay', 'abuse_of_dominant', 'position', 'ip', 'malpractice', 'explore', 'national', 'patent', 'litigation', 'decision', 'ultimate', 'scope', 'analyse', 'legal', 'nature', 'of', 'type', 'of', 'abuse', 'of', 'iprs', 'perspective', 'of', 'competition_law', 'contract', 'law', 'procedural', 'law', 'center_dot', 'proliferation', 'of', 'abuse', 'ip', 'context', 'undoubtedly_lead', 'uncertainty', 'fragmentation', 'remedy', 'eu', 'infer', 'hint', 'uniform', 'solution', 'usa', 'remedy', 'abuse', 'of', 'ipr', 'devise', 'level', 'explore', 'comparative', 'fashion', 'investigate', 'ip', 'law', 'equitable_principle', 'unitary', 'doctrinal_framework', 'of', 'defence', 'infringement']""]","upc, unified_patent_court, eu, unitary_patent, analytical_reflection, prong, krka, european_jurisdiction, fee_shift, ecb"
2,22,2_threedimensional_shape_albania_trade_mark_germany_switzerland,"['threedimensional_shape', 'albania', 'trade_mark', 'germany_switzerland', 'epc', 'eu_institution', 'eu_membership', 'separate_legal', 'dynamic_governance', 'eu_acquis']","[""['main_objective', 'of', 'current', 'chapter_examine', 'extent', 'european', 'patent', 'system', 'decisionmaking_process', 'socalled', 'patent', 'package', 'implementation', 'reflect_conceptual', 'framework', 'of', 'dynamic_governance', 'framework', 'align_closely', 'notion_of_collaborative', 'innovation', 'global', 'patent', 'context', 'gradual_increase', 'of', 'dynamic', 'patent', 'governance', 'observe', 'adoption_of_fundamental', 'patent', 'reform', 'europe_call', 'review', 'of', 'reform', 'dynamic_governance', 'perspective', 'decade_of_negotiation', 'european_union', 'patent', 'crisis_finally', 'drive', 'eu', 'eu_institution', 'gain_momentum', 'adopt_compromise', 'patent', 'package', 'eu', 'reform', 'aim', 'simplify_european', 'patent', 'system', 'lower', 'of', 'patenting', 'improve', 'legal_certainty', 'limit_forumshopping', 'term', 'of', 'litigation', 'objective', 'support', 'stakeholder', 'laudable_objective', 'decisionmaking_process', 'spin', 'suddenly_rush', 'actual_content', 'of', 'package_highly', 'controversial', 'reform', 'increase_complexity', 'of', 'european', 'patent', 'system', 'patent', 'protection', 'europe', 'remain_expensive', 'risk_of_forum', 'shopping_continue', 'persist', 'extent', 'raise_fundamental', 'question', 'stakeholder', 'involved', 'decisionmaking_process']"", ""['european_union', 'substantive_rule', 'patenting_of_biotechnological', 'govern', 'directive_9844', 'actual_examination', 'grant', 'of', 'patent', 'europe', 'provide', 'european_patent_office', 'of', 'union', 'legal', 'accord', 'nonunion_legal', 'instrument', 'european', 'patent', 'convention', 'union', 'epo', 'epc', 'hybrid_situation', 'legal_uncertainty', 'lead', 'partly_inconsistent', 'application', 'of', 'patentability_requirement', 'epo_bind', 'union', 'law', 'refer', 'question', 'court_of_justice', 'of', 'eu', 'cjeu', 'guarantee', 'union_unified', 'patent', 'court', 'judiciary', 'hand', 'epo_judiciary', 'hand', 'comparable_conclusion', 'regard', 'patenting_of_identical', 'biotechnological_subjectmatter', 'union', 'irrespective', 'of', 'concern_classic', 'european', 'patent', 'unitary_patent', 'upc', 'unitary_patent', 'introduce', 'framework', 'of', 'foster_functioning', 'of', 'internal', 'market', 'ensure_undistorted', 'competition', 'provide', 'uniform', 'protection', 'cjeu', 'limited_interpretation', 'concept_of_uniformity', 'leave', 'inconsistent_decision', 'intentional', 'determine_harmonization', 'effort_of_diverse', 'judiciary_involve', 'increase', 'consistency', 'decision', 'of', 'union_nonunion', 'legal_system', 'judiciary_unrelated', 'call', 'coherency', 'press', 'establishment_of_unitary', 'patent', 'complex_situation', 'question', 'union_lawmaker', 'of', 'directive_9844', 'achieve', 'aim', 'regulate_harmonize', 'biotechnology', 'patenting']"", ""['european_union', 'substantive_rule', 'patenting_of_biotechnological', 'govern', 'directive_9844', 'actual_examination', 'grant', 'of', 'patent', 'europe', 'provide', 'european_patent_office', 'of', 'union', 'legal', 'accord', 'nonunion_legal', 'instrument', 'european', 'patent', 'convention', 'union', 'epo', 'epc', 'hybrid_situation', 'legal_uncertainty', 'lead', 'partly_inconsistent', 'application', 'of', 'patentability_requirement', 'epo_bind', 'union', 'law', 'refer', 'question', 'court_of_justice', 'of', 'eu', 'cjeu', 'guarantee', 'union_unified', 'patent', 'court', 'judiciary', 'hand', 'epo_judiciary', 'hand', 'comparable_conclusion', 'regard', 'patenting_of_identical', 'biotechnological_subjectmatter', 'union', 'irrespective', 'of', 'concern_classic', 'european', 'patent', 'unitary_patent', 'upc', 'unitary_patent', 'introduce', 'framework', 'of', 'foster_functioning', 'of', 'internal', 'market', 'ensure_undistorted', 'competition', 'provide', 'uniform', 'protection', 'cjeu', 'limited_interpretation', 'concept_of_uniformity', 'leave', 'inconsistent_decision', 'intentional', 'determine_harmonization', 'effort_of_diverse', 'judiciary_involve', 'increase', 'consistency', 'decision', 'of', 'union_nonunion', 'legal_system', 'judiciary_unrelated', 'call', 'coherency', 'press', 'establishment_of_unitary', 'patent', 'complex_situation', 'question', 'union_lawmaker', 'of', 'directive_9844', 'achieve', 'aim', 'regulate_harmonize', 'biotechnology', 'patenting']""]","threedimensional_shape, albania, trade_mark, germany_switzerland, epc, eu_institution, eu_membership, separate_legal, dynamic_governance, eu_acquis"
